ref_datetime,valid_datetime,"Temperature, WindSpeed, WindSpeed:100, WindDirection:100, CloudCover, RelativeHumidity, PressureReducedMSL, SolarDownwardRadiation, TotalPrecipitation",latitude,longitude,Temperature,WindSpeed,WindSpeed:100,WindDirection:100,CloudCover,RelativeHumidity,PressureReducedMSL,SolarDownwardRadiation,TotalPrecipitation
2024-10-02T12:00:00Z,2024-10-02T22:00:00Z,,52.8776682,0.7906532,10.17,3.48,8.66,57.83,0.44,75.3,102016.77,0.0,0.0
2024-10-02T12:00:00Z,2024-10-02T23:00:00Z,,52.8776682,0.7906532,9.9,3.57,9.07,59.44,0.23,76.91,102054.06,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T00:00:00Z,,52.8776682,0.7906532,9.53,2.77,7.86,57.99,0.07,76.24,102071.16,0.22,0.0
2024-10-02T12:00:00Z,2024-10-03T01:00:00Z,,52.8776682,0.7906532,9.15,1.21,5.0,71.7,0.38,76.59,102088.26,0.4,0.0
2024-10-02T12:00:00Z,2024-10-03T02:00:00Z,,52.8776682,0.7906532,8.83,1.06,4.94,63.38,0.03,79.1,102102.25,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T03:00:00Z,,52.8776682,0.7906532,8.83,1.4,5.76,51.55,0.19,78.71,102116.24,0.49,0.0
2024-10-02T12:00:00Z,2024-10-03T04:00:00Z,,52.8776682,0.7906532,8.93,1.16,5.14,56.17,0.24,79.73,102127.12,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T05:00:00Z,,52.8776682,0.7906532,8.83,1.51,5.7,45.05,0.28,81.38,102125.56,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T06:00:00Z,,52.8776682,0.7906532,9.26,2.25,7.12,46.69,0.15,83.34,102173.75,28.6,0.0
2024-10-02T12:00:00Z,2024-10-03T07:00:00Z,,52.8776682,0.7906532,9.79,2.21,6.56,57.97,0.23,80.67,102223.48,123.49,0.0
2024-10-02T12:00:00Z,2024-10-03T08:00:00Z,,52.8776682,0.7906532,11.57,2.06,5.74,59.47,0.0,79.96,102288.77,242.05,0.0
2024-10-02T12:00:00Z,2024-10-03T09:00:00Z,,52.8776682,0.7906532,13.56,2.82,4.76,52.97,0.06,74.94,102316.74,317.78,0.0
2024-10-02T12:00:00Z,2024-10-03T10:00:00Z,,52.8776682,0.7906532,14.23,4.32,6.31,61.79,0.35,66.24,102319.85,309.45,0.0
2024-10-02T12:00:00Z,2024-10-03T11:00:00Z,,52.8776682,0.7906532,14.37,5.12,7.46,68.57,0.49,65.53,102294.98,393.69,0.0
2024-10-02T12:00:00Z,2024-10-03T12:00:00Z,,52.8776682,0.7906532,14.81,4.56,6.21,74.92,0.42,61.53,102276.34,378.26,0.0
2024-10-02T12:00:00Z,2024-10-03T13:00:00Z,,52.8776682,0.7906532,14.84,4.05,5.43,72.61,0.44,60.43,102279.45,342.79,0.0
2024-10-02T12:00:00Z,2024-10-03T14:00:00Z,,52.8776682,0.7906532,14.73,3.6,4.81,71.37,0.22,62.32,102270.12,277.79,0.0
2024-10-02T12:00:00Z,2024-10-03T15:00:00Z,,52.8776682,0.7906532,14.53,3.07,4.51,75.83,0.42,63.57,102248.35,156.3,0.0
2024-10-02T12:00:00Z,2024-10-03T16:00:00Z,,52.8776682,0.7906532,13.77,2.54,4.65,71.71,0.44,75.49,102229.7,65.45,0.0
2024-10-02T12:00:00Z,2024-10-03T17:00:00Z,,52.8776682,0.7906532,12.43,1.92,4.66,90.57,0.0,82.16,102251.46,3.46,0.0
2024-10-02T12:00:00Z,2024-10-03T18:00:00Z,,52.8776682,0.7906532,10.92,1.06,3.9,99.53,0.18,83.18,102288.77,0.22,0.0
2024-10-02T12:00:00Z,2024-10-03T19:00:00Z,,52.8776682,0.7906532,10.17,0.61,3.01,102.71,0.0,82.87,102313.63,0.22,0.0
2024-10-02T12:00:00Z,2024-10-03T20:00:00Z,,52.8776682,0.7906532,10.17,0.35,2.48,96.62,0.0,78.94,102322.96,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T21:00:00Z,,52.8776682,0.7906532,10.12,0.18,1.88,107.85,0.0,76.59,102322.96,0.67,0.0
2024-10-02T12:00:00Z,2024-10-03T22:00:00Z,,52.8776682,0.7906532,9.9,0.42,1.3,113.75,0.0,75.96,102319.85,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T23:00:00Z,,52.8776682,0.7906532,9.63,0.13,1.41,108.2,0.03,75.73,102298.09,0.27,0.0
2024-10-02T12:00:00Z,2024-10-04T00:00:00Z,,52.8776682,0.7906532,9.26,0.61,1.17,78.34,0.03,76.47,102288.77,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T01:00:00Z,,52.8776682,0.7906532,8.83,0.53,1.75,72.62,0.01,78.24,102263.9,0.05,0.0
2024-10-02T12:00:00Z,2024-10-04T02:00:00Z,,52.8776682,0.7906532,8.61,0.61,2.33,84.8,0.06,78.16,102232.81,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T03:00:00Z,,52.8776682,0.7906532,8.18,0.83,2.77,98.05,0.88,81.85,102220.38,1.38,0.0
2024-10-02T12:00:00Z,2024-10-04T04:00:00Z,,52.8776682,0.7906532,7.86,0.72,2.91,102.79,0.48,86.79,102226.59,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T05:00:00Z,,52.8776682,0.7906532,7.64,0.84,3.0,111.32,0.0,90.4,102223.48,0.53,0.0
2024-10-02T12:00:00Z,2024-10-04T06:00:00Z,,52.8776682,0.7906532,7.21,0.96,3.43,124.17,0.08,92.75,102223.48,25.32,0.0
2024-10-02T12:00:00Z,2024-10-04T07:00:00Z,,52.8776682,0.7906532,7.54,1.07,3.98,125.97,0.02,94.0,102242.14,124.29,0.0
2024-10-02T12:00:00Z,2024-10-04T08:00:00Z,,52.8776682,0.7906532,9.63,0.98,3.75,127.27,0.02,92.59,102260.79,236.15,0.0
2024-10-02T12:00:00Z,2024-10-04T09:00:00Z,,52.8776682,0.7906532,12.32,2.09,4.01,136.78,0.5,87.42,102260.79,322.71,0.0
2024-10-02T12:00:00Z,2024-10-04T10:00:00Z,,52.8776682,0.7906532,13.85,3.02,3.73,140.7,1.0,83.18,102226.59,299.83,0.0
2024-10-02T12:00:00Z,2024-10-04T11:00:00Z,,52.8776682,0.7906532,14.35,3.73,5.02,160.56,0.94,73.98,102183.07,336.54,0.0
2024-10-02T12:00:00Z,2024-10-04T12:00:00Z,,52.8776682,0.7906532,14.74,4.34,5.92,161.9,0.46,68.79,102145.77,374.98,0.0
2024-10-02T12:00:00Z,2024-10-04T13:00:00Z,,52.8776682,0.7906532,14.97,4.01,5.38,163.22,0.57,66.0,102110.02,322.04,0.0
2024-10-02T12:00:00Z,2024-10-04T14:00:00Z,,52.8776682,0.7906532,14.82,3.95,5.42,164.15,0.47,67.26,102080.49,253.93,0.0
2024-10-02T12:00:00Z,2024-10-04T15:00:00Z,,52.8776682,0.7906532,14.45,3.71,5.36,163.71,0.46,68.94,102046.3,155.94,0.0
2024-10-02T12:00:00Z,2024-10-04T16:00:00Z,,52.8776682,0.7906532,13.61,2.75,5.07,166.94,0.47,76.55,102047.85,59.02,0.0
2024-10-02T12:00:00Z,2024-10-04T17:00:00Z,,52.8776682,0.7906532,12.27,2.47,5.34,159.85,0.29,82.0,102063.39,4.39,0.0
2024-10-02T12:00:00Z,2024-10-04T18:00:00Z,,52.8776682,0.7906532,10.55,2.36,6.02,152.84,0.37,83.96,102064.95,0.49,0.0
2024-10-02T12:00:00Z,2024-10-04T19:00:00Z,,52.8776682,0.7906532,9.53,2.47,6.48,150.19,0.09,85.85,102069.61,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T20:00:00Z,,52.8776682,0.7906532,8.83,2.53,6.8,153.95,0.11,86.79,102072.72,0.31,0.0
2024-10-02T12:00:00Z,2024-10-04T21:00:00Z,,52.8776682,0.7906532,8.4,2.28,6.4,164.65,0.78,87.26,102083.6,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T22:00:00Z,,52.8776682,0.7906532,8.07,2.45,6.74,165.22,1.0,87.26,102052.51,0.93,0.0
2024-10-02T12:00:00Z,2024-10-04T23:00:00Z,,52.8776682,0.7906532,7.97,2.7,7.09,167.56,1.0,88.2,102015.98,0.22,0.0
2024-10-02T12:00:00Z,2024-10-05T00:00:00Z,,52.8776682,0.7906532,7.75,2.54,6.85,172.59,1.0,89.14,101974.02,0.0,0.0
2024-10-02T12:00:00Z,2024-10-05T01:00:00Z,,52.8776682,0.7906532,7.54,2.3,6.49,173.77,0.98,90.24,101940.75,0.0,0.0
2024-10-02T12:00:00Z,2024-10-05T02:00:00Z,,52.8776682,0.7906532,7.32,1.94,6.32,177.29,0.66,90.55,101911.84,1.69,0.0
2024-10-02T12:00:00Z,2024-10-05T03:00:00Z,,52.8776682,0.7906532,7.21,1.84,5.97,178.11,0.73,90.87,101863.66,0.0,0.0
2024-10-02T12:00:00Z,2024-10-05T04:00:00Z,,52.8776682,0.7906532,7.21,1.94,6.4,175.19,0.75,90.71,101819.37,0.0,0.0
2024-10-02T12:00:00Z,2024-10-05T05:00:00Z,,52.8776682,0.7906532,7.21,2.1,6.68,174.57,0.06,89.61,101774.29,1.73,0.0
2024-10-02T12:00:00Z,2024-10-05T06:00:00Z,,52.8776682,0.7906532,7.0,2.52,7.12,172.97,0.12,90.71,101763.41,22.84,0.0
2024-10-02T12:00:00Z,2024-10-05T07:00:00Z,,52.8776682,0.7906532,7.64,2.69,7.3,170.59,0.21,89.46,101780.51,114.35,0.0
2024-10-02T12:00:00Z,2024-10-05T08:00:00Z,,52.8776682,0.7906532,9.42,3.17,7.09,167.75,0.04,87.26,101771.18,231.41,0.0
2024-10-02T12:00:00Z,2024-10-05T09:00:00Z,,52.8776682,0.7906532,11.46,3.69,5.78,161.71,0.0,84.59,101757.2,331.8,0.0
2024-10-02T12:00:00Z,2024-10-05T10:00:00Z,,52.8776682,0.7906532,12.97,4.39,5.82,158.59,0.16,80.91,101707.45,326.12,0.0
2024-10-02T12:00:00Z,2024-10-05T11:00:00Z,,52.8776682,0.7906532,13.61,5.74,8.17,166.82,0.7,73.83,101645.28,319.91,0.0
2024-10-02T12:00:00Z,2024-10-05T12:00:00Z,,52.8776682,0.7906532,14.07,5.66,8.05,166.27,0.54,70.45,101555.13,352.01,0.0
2024-10-02T12:00:00Z,2024-10-05T13:00:00Z,,52.8776682,0.7906532,14.28,5.84,8.42,164.03,0.53,70.55,101458.77,296.59,0.0
2024-10-02T12:00:00Z,2024-10-05T14:00:00Z,,52.8776682,0.7906532,14.12,5.77,8.57,163.67,0.65,69.26,101365.51,218.68,0.0
2024-10-02T12:00:00Z,2024-10-05T15:00:00Z,,52.8776682,0.7906532,13.85,5.35,8.33,162.82,0.58,72.15,101297.12,154.3,0.0
2024-10-02T12:00:00Z,2024-10-05T16:00:00Z,,52.8776682,0.7906532,13.18,5.01,8.24,156.25,0.17,76.32,101247.38,59.95,0.0
