ref_datetime,valid_datetime,"Temperature, WindSpeed, WindSpeed:100, WindDirection:100, CloudCover, RelativeHumidity, PressureReducedMSL, SolarDownwardRadiation, TotalPrecipitation",latitude,longitude,Temperature,WindSpeed,WindSpeed:100,WindDirection:100,CloudCover,RelativeHumidity,PressureReducedMSL,SolarDownwardRadiation,TotalPrecipitation
2024-10-02T12:00:00Z,2024-10-02T20:00:00Z,,52.4872562,0.4012455,12.64,6.29,9.86,35.53,0.16,60.26,101927.32,0.0,0.0
2024-10-02T12:00:00Z,2024-10-02T21:00:00Z,,52.4872562,0.4012455,12.05,5.76,9.38,39.18,0.46,60.26,101969.77,0.0,0.0
2024-10-02T12:00:00Z,2024-10-02T22:00:00Z,,52.4872562,0.4012455,12.55,5.68,8.93,44.64,0.74,57.37,101990.99,0.0,0.0
2024-10-02T12:00:00Z,2024-10-02T23:00:00Z,,52.4872562,0.4012455,12.8,5.68,8.52,51.04,0.92,56.21,102012.22,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T00:00:00Z,,52.4872562,0.4012455,12.88,5.6,8.2,57.57,1.0,55.63,102012.22,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T01:00:00Z,,52.4872562,0.4012455,12.47,4.22,7.3,50.45,1.0,58.96,102022.83,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T02:00:00Z,,52.4872562,0.4012455,12.14,4.69,7.63,40.79,0.93,65.46,102044.05,0.0,0.01
2024-10-02T12:00:00Z,2024-10-03T03:00:00Z,,52.4872562,0.4012455,11.97,4.75,7.8,43.13,0.48,71.17,102054.66,0.0,0.01
2024-10-02T12:00:00Z,2024-10-03T04:00:00Z,,52.4872562,0.4012455,12.05,5.02,8.2,45.27,0.22,65.02,102065.28,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T05:00:00Z,,52.4872562,0.4012455,11.27,4.68,8.05,45.86,0.14,68.2,102118.34,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T06:00:00Z,,52.4872562,0.4012455,9.86,4.06,8.18,43.46,0.13,73.98,102150.18,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T07:00:00Z,,52.4872562,0.4012455,10.64,4.05,8.12,47.93,0.1,70.23,102203.24,67.05,0.0
2024-10-02T12:00:00Z,2024-10-03T08:00:00Z,,52.4872562,0.4012455,12.88,3.78,6.57,52.72,0.54,62.13,102256.3,210.3,0.0
2024-10-02T12:00:00Z,2024-10-03T09:00:00Z,,52.4872562,0.4012455,13.88,3.64,5.61,59.4,0.61,57.08,102288.14,309.32,0.0
2024-10-02T12:00:00Z,2024-10-03T10:00:00Z,,52.4872562,0.4012455,13.55,2.89,4.41,40.47,0.3,62.86,102309.36,106.76,0.01
2024-10-02T12:00:00Z,2024-10-03T11:00:00Z,,52.4872562,0.4012455,13.96,3.98,5.52,43.26,0.74,64.59,102298.75,209.3,0.02
2024-10-02T12:00:00Z,2024-10-03T12:00:00Z,,52.4872562,0.4012455,14.79,3.91,5.29,57.87,0.05,62.86,102245.69,319.38,0.05
2024-10-02T12:00:00Z,2024-10-03T13:00:00Z,,52.4872562,0.4012455,15.79,4.49,5.8,80.87,0.5,58.81,102192.62,502.34,0.09
2024-10-02T12:00:00Z,2024-10-03T14:00:00Z,,52.4872562,0.4012455,15.37,4.78,6.26,69.92,0.9,54.19,102171.41,233.93,0.01
2024-10-02T12:00:00Z,2024-10-03T15:00:00Z,,52.4872562,0.4012455,15.13,3.94,5.45,62.42,0.23,54.19,102139.56,72.07,0.0
2024-10-02T12:00:00Z,2024-10-03T16:00:00Z,,52.4872562,0.4012455,14.63,3.94,5.68,71.35,0.01,59.39,102171.41,183.66,0.0
2024-10-02T12:00:00Z,2024-10-03T17:00:00Z,,52.4872562,0.4012455,12.55,3.17,6.09,76.72,0.0,68.28,102203.24,45.93,0.0
2024-10-02T12:00:00Z,2024-10-03T18:00:00Z,,52.4872562,0.4012455,10.81,3.08,5.94,74.52,0.0,73.41,102256.3,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T19:00:00Z,,52.4872562,0.4012455,10.23,2.94,5.15,75.2,0.0,76.4,102288.14,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T20:00:00Z,,52.4872562,0.4012455,9.86,2.79,4.71,76.91,0.0,78.3,102288.14,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T21:00:00Z,,52.4872562,0.4012455,9.4,2.54,4.41,79.2,0.07,79.98,102298.75,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T22:00:00Z,,52.4872562,0.4012455,9.19,2.22,3.77,82.48,0.05,80.09,102298.75,0.0,0.0
2024-10-02T12:00:00Z,2024-10-03T23:00:00Z,,52.4872562,0.4012455,9.03,1.95,3.16,80.25,0.05,80.09,102277.52,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T00:00:00Z,,52.4872562,0.4012455,8.86,1.74,2.58,71.08,0.02,80.42,102256.3,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T01:00:00Z,,52.4872562,0.4012455,8.86,1.59,2.23,63.27,0.09,79.91,102235.08,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T02:00:00Z,,52.4872562,0.4012455,9.61,1.51,2.67,87.23,0.09,76.1,102203.24,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T03:00:00Z,,52.4872562,0.4012455,10.19,1.48,3.08,105.91,0.09,71.38,102160.79,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T04:00:00Z,,52.4872562,0.4012455,9.81,0.84,2.23,113.59,0.73,70.3,102160.79,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T05:00:00Z,,52.4872562,0.4012455,10.44,0.49,1.63,114.42,0.89,67.77,102139.56,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T06:00:00Z,,52.4872562,0.4012455,9.57,1.61,2.78,124.57,0.05,72.18,102160.79,0.0,0.0
2024-10-02T12:00:00Z,2024-10-04T07:00:00Z,,52.4872562,0.4012455,9.48,2.33,4.02,139.0,0.04,78.9,102224.46,63.02,0.0
2024-10-02T12:00:00Z,2024-10-04T08:00:00Z,,52.4872562,0.4012455,11.56,2.1,3.74,140.7,0.0,74.38,102224.46,203.77,0.0
2024-10-02T12:00:00Z,2024-10-04T09:00:00Z,,52.4872562,0.4012455,13.55,2.89,4.0,133.29,0.04,67.05,102224.46,341.49,0.0
2024-10-02T12:00:00Z,2024-10-04T10:00:00Z,,52.4872562,0.4012455,14.71,4.04,5.24,140.77,0.06,60.4,102192.62,450.07,0.0
2024-10-02T12:00:00Z,2024-10-04T11:00:00Z,,52.4872562,0.4012455,15.29,3.74,4.81,155.86,0.0,56.5,102171.41,514.41,0.0
2024-10-02T12:00:00Z,2024-10-04T12:00:00Z,,52.4872562,0.4012455,15.96,3.3,4.18,158.67,0.11,53.32,102128.95,534.51,0.01
2024-10-02T12:00:00Z,2024-10-04T13:00:00Z,,52.4872562,0.4012455,16.54,3.52,4.48,159.13,0.08,50.43,102065.28,502.34,0.01
2024-10-02T12:00:00Z,2024-10-04T14:00:00Z,,52.4872562,0.4012455,16.54,4.09,5.12,156.18,0.07,50.14,102022.83,425.94,0.0
2024-10-02T12:00:00Z,2024-10-04T15:00:00Z,,52.4872562,0.4012455,16.12,3.68,4.74,160.67,0.96,51.3,101990.99,313.35,0.0
2024-10-02T12:00:00Z,2024-10-04T16:00:00Z,,52.4872562,0.4012455,15.13,3.02,4.53,161.9,1.0,58.96,101990.99,141.82,0.0
2024-10-02T12:00:00Z,2024-10-04T17:00:00Z,,52.4872562,0.4012455,13.13,3.14,5.58,158.25,1.0,67.34,102012.22,31.86,0.0
2024-10-02T12:00:00Z,2024-10-04T18:00:00Z,,52.4872562,0.4012455,11.72,3.47,6.89,151.51,1.0,73.01,102054.66,0.0,0.0
2024-10-02T06:00:00Z,2024-10-04T19:00:00Z,,52.4872562,0.4012455,10.69,3.45,7.28,151.38,1.0,76.3,102054.66,0.0,0.0
2024-10-02T06:00:00Z,2024-10-04T20:00:00Z,,52.4872562,0.4012455,10.27,3.45,7.2,144.94,1.0,78.9,102065.28,0.0,0.0
2024-10-02T06:00:00Z,2024-10-04T21:00:00Z,,52.4872562,0.4012455,10.06,3.41,7.11,141.42,1.0,79.6,102075.89,0.0,0.0
2024-10-02T06:00:00Z,2024-10-04T22:00:00Z,,52.4872562,0.4012455,9.57,3.27,7.0,144.82,0.64,79.6,102044.05,0.0,0.0
2024-10-02T06:00:00Z,2024-10-04T23:00:00Z,,52.4872562,0.4012455,8.96,2.77,6.08,158.11,0.57,81.5,102044.05,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T00:00:00Z,,52.4872562,0.4012455,8.84,2.91,5.93,157.28,0.21,82.73,102012.22,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T01:00:00Z,,52.4872562,0.4012455,8.61,3.02,6.02,160.67,0.07,85.18,101969.77,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T02:00:00Z,,52.4872562,0.4012455,8.38,2.98,6.12,167.42,0.68,85.69,101937.93,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T03:00:00Z,,52.4872562,0.4012455,8.34,2.92,5.92,168.83,1.0,85.4,101906.09,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T04:00:00Z,,52.4872562,0.4012455,8.34,2.7,5.48,172.16,0.91,86.12,101906.09,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T05:00:00Z,,52.4872562,0.4012455,8.59,3.14,6.34,162.86,0.87,84.97,101874.26,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T06:00:00Z,,52.4872562,0.4012455,8.38,3.31,7.12,157.14,0.87,86.2,101831.81,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T07:00:00Z,,52.4872562,0.4012455,9.19,3.32,7.23,155.14,0.73,84.82,101831.81,50.96,0.0
2024-10-02T06:00:00Z,2024-10-05T08:00:00Z,,52.4872562,0.4012455,11.06,3.79,6.47,155.66,0.63,79.6,101853.04,170.84,0.0
2024-10-02T06:00:00Z,2024-10-05T09:00:00Z,,52.4872562,0.4012455,12.97,5.21,7.47,171.47,0.66,71.09,101895.48,295.25,0.0
2024-10-02T06:00:00Z,2024-10-05T10:00:00Z,,52.4872562,0.4012455,14.21,6.25,8.55,155.93,0.74,63.44,101746.91,401.81,0.0
2024-10-02T06:00:00Z,2024-10-05T11:00:00Z,,52.4872562,0.4012455,15.04,6.16,8.41,163.31,0.99,58.23,101741.61,470.17,0.0
2024-10-02T06:00:00Z,2024-10-05T12:00:00Z,,52.4872562,0.4012455,15.37,6.21,8.52,157.84,0.16,55.92,101640.79,454.09,0.0
2024-10-02T06:00:00Z,2024-10-05T13:00:00Z,,52.4872562,0.4012455,15.87,6.29,8.51,162.99,0.57,54.76,101577.12,494.3,0.0
2024-10-02T06:00:00Z,2024-10-05T14:00:00Z,,52.4872562,0.4012455,15.46,6.59,9.05,159.53,0.99,56.5,101497.52,353.56,0.0
2024-10-02T06:00:00Z,2024-10-05T15:00:00Z,,52.4872562,0.4012455,14.96,5.8,8.46,154.55,0.6,60.98,101441.81,202.26,0.0
2024-10-02T06:00:00Z,2024-10-05T16:00:00Z,,52.4872562,0.4012455,14.21,6.05,9.03,148.77,0.98,63.87,101388.75,140.06,0.0
2024-10-02T06:00:00Z,2024-10-05T17:00:00Z,,52.4872562,0.4012455,12.88,6.22,9.84,145.81,1.0,68.06,101348.95,26.83,0.0
2024-10-02T06:00:00Z,2024-10-05T18:00:00Z,,52.4872562,0.4012455,12.39,5.69,9.41,146.97,1.0,68.57,101333.04,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T19:00:00Z,,52.4872562,0.4012455,12.3,5.24,8.76,146.53,1.0,69.43,101276.0,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T20:00:00Z,,52.4872562,0.4012455,12.39,5.52,9.25,141.34,1.0,70.3,101205.52,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T21:00:00Z,,52.4872562,0.4012455,13.38,7.03,11.45,149.7,1.0,64.45,101128.09,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T22:00:00Z,,52.4872562,0.4012455,13.55,7.63,12.13,150.48,1.0,62.86,101049.16,0.0,0.0
2024-10-02T06:00:00Z,2024-10-05T23:00:00Z,,52.4872562,0.4012455,13.38,7.66,12.01,156.02,1.0,61.99,101029.27,0.0,0.0
2024-10-02T06:00:00Z,2024-10-06T00:00:00Z,,52.4872562,0.4012455,13.05,7.28,11.48,152.91,1.0,63.44,100900.59,0.0,0.0
2024-10-02T06:00:00Z,2024-10-06T01:00:00Z,,52.4872562,0.4012455,12.97,7.29,11.49,157.84,1.0,65.02,100834.27,0.0,0.02
2024-10-02T06:00:00Z,2024-10-06T02:00:00Z,,52.4872562,0.4012455,12.14,6.99,11.2,153.88,1.0,75.0,100775.9,0.0,0.55
2024-10-02T06:00:00Z,2024-10-06T03:00:00Z,,52.4872562,0.4012455,12.05,6.87,10.85,152.67,1.0,79.1,100738.75,0.0,0.0
2024-10-02T06:00:00Z,2024-10-06T04:00:00Z,,52.4872562,0.4012455,12.05,7.33,11.5,151.83,1.0,80.42,100653.85,0.0,0.04
2024-10-02T06:00:00Z,2024-10-06T05:00:00Z,,52.4872562,0.4012455,12.22,6.99,10.91,156.03,1.0,80.2,100627.33,0.0,0.01
2024-10-02T06:00:00Z,2024-10-06T06:00:00Z,,52.4872562,0.4012455,12.47,6.66,10.52,160.07,1.0,79.1,100574.27,0.0,0.01
2024-10-02T06:00:00Z,2024-10-06T07:00:00Z,,52.4872562,0.4012455,12.39,7.08,11.1,160.61,1.0,80.2,100574.27,3.71,0.0
2024-10-02T06:00:00Z,2024-10-06T08:00:00Z,,52.4872562,0.4012455,12.3,6.74,10.5,160.32,1.0,83.6,100584.88,9.74,0.0
2024-10-02T06:00:00Z,2024-10-06T09:00:00Z,,52.4872562,0.4012455,12.64,6.82,10.57,159.3,0.99,83.88,100563.65,27.84,0.0
2024-10-02T06:00:00Z,2024-10-06T10:00:00Z,,52.4872562,0.4012455,13.13,7.02,10.78,157.73,0.97,83.23,100521.2,66.04,0.0
2024-10-02T06:00:00Z,2024-10-06T11:00:00Z,,52.4872562,0.4012455,14.3,6.91,10.15,161.83,0.7,79.21,100484.06,111.78,0.0
2024-10-02T06:00:00Z,2024-10-06T12:00:00Z,,52.4872562,0.4012455,15.79,7.12,9.86,165.67,0.77,73.59,100441.61,254.03,0.0
2024-10-02T06:00:00Z,2024-10-06T13:00:00Z,,52.4872562,0.4012455,15.79,6.35,9.03,164.97,0.69,74.89,100409.77,291.23,0.0
2024-10-02T06:00:00Z,2024-10-06T14:00:00Z,,52.4872562,0.4012455,16.79,6.61,9.14,166.6,0.83,71.89,100367.33,261.07,0.0
2024-10-02T06:00:00Z,2024-10-06T15:00:00Z,,52.4872562,0.4012455,16.79,6.36,9.19,163.31,0.55,74.09,100324.88,102.73,0.0
2024-10-02T06:00:00Z,2024-10-06T16:00:00Z,,52.4872562,0.4012455,16.04,5.78,8.65,163.78,0.91,78.2,100314.27,55.99,0.0
2024-10-02T06:00:00Z,2024-10-06T17:00:00Z,,52.4872562,0.4012455,14.88,5.47,8.56,154.49,0.96,83.09,100335.49,5.72,0.02
2024-10-02T06:00:00Z,2024-10-06T18:00:00Z,,52.4872562,0.4012455,14.21,4.88,8.1,154.49,1.0,86.27,100346.1,0.0,0.22
2024-10-02T06:00:00Z,2024-10-06T19:00:00Z,,52.4872562,0.4012455,14.63,5.2,8.37,154.61,1.0,88.44,100293.04,0.0,0.6
2024-10-02T06:00:00Z,2024-10-06T20:00:00Z,,52.4872562,0.4012455,14.38,5.22,8.46,154.55,1.0,94.94,100250.59,0.0,1.42
2024-10-02T06:00:00Z,2024-10-06T21:00:00Z,,52.4872562,0.4012455,14.38,5.24,8.42,157.94,1.0,95.23,100229.37,0.0,2.42
2024-10-02T06:00:00Z,2024-10-06T22:00:00Z,,52.4872562,0.4012455,14.46,4.77,7.85,147.78,1.0,96.96,100133.86,0.0,4.23
2024-10-02T06:00:00Z,2024-10-06T23:00:00Z,,52.4872562,0.4012455,15.04,6.31,10.34,146.69,1.0,95.81,100048.96,0.0,1.37
2024-10-02T06:00:00Z,2024-10-07T00:00:00Z,,52.4872562,0.4012455,15.29,6.96,10.79,173.5,1.0,95.23,100070.18,0.0,1.79
2024-10-02T06:00:00Z,2024-10-07T01:00:00Z,,52.4872562,0.4012455,15.04,5.43,8.57,177.2,1.0,95.66,100059.57,0.0,0.1
2024-10-02T06:00:00Z,2024-10-07T02:00:00Z,,52.4872562,0.4012455,15.13,3.93,6.26,210.59,0.91,96.67,100059.57,0.0,0.01
2024-10-02T06:00:00Z,2024-10-07T03:00:00Z,,52.4872562,0.4012455,14.88,3.4,5.58,244.38,0.53,97.54,100070.18,0.0,0.01
2024-10-02T06:00:00Z,2024-10-07T04:00:00Z,,52.4872562,0.4012455,14.21,3.57,6.14,243.2,0.88,96.67,100123.24,0.0,0.0
2024-10-02T06:00:00Z,2024-10-07T05:00:00Z,,52.4872562,0.4012455,14.21,3.55,5.63,243.23,0.7,94.94,100155.08,0.0,0.01
2024-10-02T06:00:00Z,2024-10-07T06:00:00Z,,52.4872562,0.4012455,13.63,2.83,4.78,241.11,0.63,94.65,100176.3,0.0,0.0
2024-10-02T06:00:00Z,2024-10-07T09:00:00Z,,52.4872562,0.4012455,15.21,3.0,3.94,215.09,0.0,77.9,100324.88,317.37,0.0
2024-10-02T06:00:00Z,2024-10-07T12:00:00Z,,52.4872562,0.4012455,16.12,3.72,5.18,194.33,0.4,77.8,100314.27,157.65,0.0
2024-10-02T06:00:00Z,2024-10-07T15:00:00Z,,52.4872562,0.4012455,17.53,4.97,7.44,205.36,0.98,68.2,100250.59,91.17,0.02
2024-10-02T06:00:00Z,2024-10-07T18:00:00Z,,52.4872562,0.4012455,14.96,3.65,7.29,172.09,1.0,76.8,100197.53,0.0,0.1
2024-10-02T06:00:00Z,2024-10-07T21:00:00Z,,52.4872562,0.4012455,13.38,3.75,6.23,163.51,1.0,96.1,100091.41,0.0,1.1
2024-10-02T06:00:00Z,2024-10-08T00:00:00Z,,52.4872562,0.4012455,13.96,4.25,7.12,191.5,0.17,88.58,100080.8,0.0,0.0
2024-10-02T06:00:00Z,2024-10-08T03:00:00Z,,52.4872562,0.4012455,12.3,5.45,8.94,222.82,0.0,90.89,100186.91,0.0,0.0
2024-10-02T06:00:00Z,2024-10-08T06:00:00Z,,52.4872562,0.4012455,11.68,5.12,8.64,197.79,0.42,93.64,100356.71,0.0,0.0
2024-10-02T06:00:00Z,2024-10-08T09:00:00Z,,52.4872562,0.4012455,14.79,6.54,9.54,211.46,0.35,82.37,100526.51,285.2,0.0
2024-10-02T06:00:00Z,2024-10-08T12:00:00Z,,52.4872562,0.4012455,17.7,6.95,9.8,217.96,0.33,67.19,100616.71,482.24,0.01
2024-10-02T06:00:00Z,2024-10-08T15:00:00Z,,52.4872562,0.4012455,18.36,5.89,8.62,210.95,0.0,67.34,100595.48,275.14,0.17
2024-10-02T06:00:00Z,2024-10-08T18:00:00Z,,52.4872562,0.4012455,14.21,4.13,7.97,202.01,0.05,84.68,100728.14,0.0,0.0
2024-10-02T06:00:00Z,2024-10-08T21:00:00Z,,52.4872562,0.4012455,13.13,4.7,8.15,196.69,0.99,91.76,100834.27,0.0,0.0
2024-10-02T06:00:00Z,2024-10-09T00:00:00Z,,52.4872562,0.4012455,12.8,4.7,7.99,202.34,1.0,91.33,100770.59,0.0,0.0
2024-10-02T06:00:00Z,2024-10-09T03:00:00Z,,52.4872562,0.4012455,12.47,5.22,8.72,201.07,0.92,92.77,100701.61,0.0,0.0
2024-10-02T06:00:00Z,2024-10-09T06:00:00Z,,52.4872562,0.4012455,12.3,5.69,9.4,182.8,0.98,93.78,100553.04,0.0,0.0
2024-10-02T06:00:00Z,2024-10-09T09:00:00Z,,52.4872562,0.4012455,14.3,8.09,12.4,178.16,1.0,86.27,100377.94,46.94,0.0
2024-10-02T06:00:00Z,2024-10-09T12:00:00Z,,52.4872562,0.4012455,16.04,9.73,15.1,184.49,1.0,81.9,100176.3,123.34,0.01
2024-10-02T06:00:00Z,2024-10-09T15:00:00Z,,52.4872562,0.4012455,15.54,9.72,14.98,190.54,1.0,88.15,99985.28,9.74,0.01
2024-10-02T06:00:00Z,2024-10-09T18:00:00Z,,52.4872562,0.4012455,16.04,9.05,14.34,199.05,0.03,85.69,99921.61,0.0,0.01
2024-10-02T06:00:00Z,2024-10-09T21:00:00Z,,52.4872562,0.4012455,14.54,8.34,13.28,202.96,0.3,83.02,99953.45,0.0,0.0
2024-10-02T06:00:00Z,2024-10-10T00:00:00Z,,52.4872562,0.4012455,14.63,8.14,12.62,205.48,0.81,76.9,99868.55,0.0,0.01
2024-10-02T06:00:00Z,2024-10-10T03:00:00Z,,52.4872562,0.4012455,13.8,7.94,12.55,200.92,0.99,78.81,99730.59,0.0,0.0
2024-10-02T06:00:00Z,2024-10-10T06:00:00Z,,52.4872562,0.4012455,13.63,8.47,13.51,199.6,0.98,82.51,99560.8,0.0,0.01
2024-10-02T06:00:00Z,2024-10-10T09:00:00Z,,52.4872562,0.4012455,16.45,9.48,14.25,200.03,0.0,71.6,99475.9,301.28,0.0
2024-10-02T06:00:00Z,2024-10-10T12:00:00Z,,52.4872562,0.4012455,18.36,10.28,14.99,203.71,0.0,63.15,99369.77,486.26,0.0
2024-10-02T06:00:00Z,2024-10-10T15:00:00Z,,52.4872562,0.4012455,17.37,9.84,14.74,206.26,0.98,66.33,99221.2,267.1,0.05
2024-10-02T06:00:00Z,2024-10-10T18:00:00Z,,52.4872562,0.4012455,15.21,8.95,13.8,204.52,1.0,74.09,99178.76,0.0,0.0
2024-10-02T06:00:00Z,2024-10-10T21:00:00Z,,52.4872562,0.4012455,13.88,8.41,13.03,205.84,0.84,79.3,99178.76,0.0,0.0
2024-10-02T06:00:00Z,2024-10-11T00:00:00Z,,52.4872562,0.4012455,12.8,8.09,12.88,209.4,0.0,80.09,99136.3,0.0,0.0
2024-10-02T06:00:00Z,2024-10-11T03:00:00Z,,52.4872562,0.4012455,11.89,8.5,13.31,218.12,0.0,77.7,99093.86,0.0,0.0
2024-10-02T06:00:00Z,2024-10-11T06:00:00Z,,52.4872562,0.4012455,11.72,9.13,14.39,209.22,0.0,76.5,99072.63,0.0,0.0
2024-10-02T06:00:00Z,2024-10-11T09:00:00Z,,52.4872562,0.4012455,13.71,9.74,14.68,208.58,0.04,68.49,99072.63,299.27,0.0
2024-10-02T06:00:00Z,2024-10-11T12:00:00Z,,52.4872562,0.4012455,15.46,10.58,15.46,211.23,0.98,69.87,98945.29,369.64,0.01
2024-10-02T06:00:00Z,2024-10-11T15:00:00Z,,52.4872562,0.4012455,14.88,10.53,15.87,212.46,1.0,70.59,98860.39,167.95,0.17
2024-10-02T06:00:00Z,2024-10-11T18:00:00Z,,52.4872562,0.4012455,13.38,9.73,14.82,224.1,0.59,79.69,99051.41,0.0,0.0
2024-10-02T06:00:00Z,2024-10-11T21:00:00Z,,52.4872562,0.4012455,13.3,8.32,12.7,223.96,0.87,76.7,99178.76,0.0,0.03
2024-10-02T06:00:00Z,2024-10-12T00:00:00Z,,52.4872562,0.4012455,12.88,6.92,10.74,225.92,0.42,76.9,99199.98,0.0,0.0
2024-10-02T06:00:00Z,2024-10-12T03:00:00Z,,52.4872562,0.4012455,11.64,6.96,10.86,242.25,0.99,82.22,99263.66,0.0,0.01
2024-10-02T06:00:00Z,2024-10-12T06:00:00Z,,52.4872562,0.4012455,11.52,7.62,11.74,254.27,0.56,79.01,99497.12,0.0,0.0
2024-10-02T06:00:00Z,2024-10-12T09:00:00Z,,52.4872562,0.4012455,12.14,7.39,11.08,249.91,0.83,73.8,99773.04,113.29,0.01
2024-10-02T06:00:00Z,2024-10-12T12:00:00Z,,52.4872562,0.4012455,14.05,8.8,12.66,254.47,0.07,59.68,99921.61,359.59,0.02
2024-10-02T06:00:00Z,2024-10-12T15:00:00Z,,52.4872562,0.4012455,13.38,8.25,11.99,246.59,0.01,61.85,100038.34,262.07,0.03
2024-10-02T06:00:00Z,2024-10-12T18:00:00Z,,52.4872562,0.4012455,10.89,6.4,10.46,240.57,0.03,67.05,100250.59,0.0,0.0
2024-10-02T06:00:00Z,2024-10-12T21:00:00Z,,52.4872562,0.4012455,9.19,4.87,8.26,218.39,0.75,81.39,100293.04,0.0,0.0
2024-10-02T06:00:00Z,2024-10-13T00:00:00Z,,52.4872562,0.4012455,8.59,3.68,7.51,197.96,0.8,87.86,100250.59,0.0,0.0
2024-10-02T06:00:00Z,2024-10-13T03:00:00Z,,52.4872562,0.4012455,9.52,4.12,7.64,155.94,1.0,84.97,99985.28,0.0,0.01
2024-10-02T06:00:00Z,2024-10-13T06:00:00Z,,52.4872562,0.4012455,11.89,6.89,11.12,156.79,1.0,86.85,99688.14,0.0,0.28
2024-10-02T06:00:00Z,2024-10-13T09:00:00Z,,52.4872562,0.4012455,12.88,8.29,13.05,161.75,1.0,88.15,99518.34,21.81,0.07
